category_id X Y Z
H -1.8806035578860532 0.9352192673871793 1.410479924323077
Z -1.8882026599273638 0.9289681680856103 1.8628056944524676
G -2.179162191392817 0.9570264834635838 1.8674211961252014
C -2.197248314129184 0.926477308803894 1.4181421280718465
S -1.9262383285354732 1.901304978441048 1.8688338450454767
B -1.8939005827181368 1.9117303751555614 1.405659574850531
E -2.223241312768763 1.9187290349522599 1.4078482589845998
O -2.210280870095251 1.9326541640781163 1.865751424865911
